title;instructor;schedule;courseno;room;teaching mode;lang;year;term;credits;schedule_time
上級総合英語：TOEFL;PELOGHITIS, John;1/M,1/W;ELG201;NO DATA;Face to Face;E;2025;Spring;2;M/08:45-10:00,W/08:45-10:00
上級総合英語：IELTS;PETRIN, Vincent E.;1/W,1/F;ELG202;NO DATA;Face to Face;E;2025;Spring;2;W/08:45-10:00,F/08:45-10:00
上級総合英語：IELTS;SMITH, Nicholas W.;3/M,3/W;ELG202;NO DATA;Face to Face;E;2025;Spring;2;M/11:35-12:50,W/11:35-12:50
アカデミック・ライティングのためのチュータリングの基礎（英語）;COUSINS, Emily Y.;1/M,1/W;ELG301;NO DATA;Face to Face;E;2025;Spring;2;M/08:45-10:00,W/08:45-10:00
社会科・地理歴史科教育法 II;JIN, Kumiko;5/TU,6/TU;TCP219;NO DATA;Face to Face;J;2025;Spring;2;TU/15:25-18:05
教育実習事前事後指導;OKAWA, Hiroshi;NO DATA;TCP231;NO DATA;Face to Face;J;2025;Spring;1;NO DATA
教育実習 I;OKAWA, Hiroshi;NO DATA;TCP232;NO DATA;Face to Face;J;2025;Spring;2;NO DATA
教育実習 II;OKAWA, Hiroshi;NO DATA;TCP233;NO DATA;Face to Face;J;2025;Spring;4;NO DATA
地誌;YAMAMOTO, Ryuta;2/TH,3/TH;TCP245;NO DATA;Face to Face;J;2025;Spring;2;TH/10:10-12:50
世界史概論;ISHIWATA, Takumi;6/TH,7/TH;TCP253;NO DATA;Face to Face;J;2025;Spring;2;TH/16:50-19:30
生涯学習概論;WATANABE, Yuko;2/SA,3/SA;CTP201;NO DATA;Face to Face;J;2025;Spring;2;SA/10:10-12:50
博物館教育論;WATANABE, Yuko;5/TH,6/TH;CTP202;NO DATA;Face to Face;J;2025;Spring;2;TH/15:25-18:05
サービス・ラーニングの実習準備;KURONUMA, Atsuko;6/TU;SLR201;NO DATA;Face to Face;J;2025;Spring;1;TU/16:50-18:05
卒業研究;STAFF;NO DATA;STH391;NO DATA;NO DATA;NO DATA;2025;Spring;9;NO DATA
アメリカ学特別研究;MINE, Maiko;5/M,6/M,7/M;AMS301;NO DATA;Face to Face;E;2025;Spring;3;M/15:25-19:30
現代人類学の諸問題;KATO, Etsuko;3/M,3/W,3/F;ANT102;NO DATA;Face to Face;J;2025;Spring;3;M/11:35-12:50,W/11:35-12:50,F/11:35-12:50
環境と人間生活;SAIT, Callan;*5/M,*5/TH;ANT205;NO DATA;Face to Face;E;2025;Spring;3;M/15:25-17:20,TH/15:25-17:20
医療人類学;KURATA, Makoto;5/F,6/F,7/F;ANT206;NO DATA;Face to Face;J;2025;Spring;3;F/15:25-19:30
主要な人類学者と民族誌;MORIKI, Yoshie;2/M,2/W,2/F;ANT310;NO DATA;Face to Face;J;2025;Spring;3;M/10:10-11:25,W/10:10-11:25,F/10:10-11:25
人類学調査実習 I;BROWN, Bernardo Enrique;1/M,1/W;ANT311;NO DATA;Face to Face;E;2025;Spring;2;M/08:45-10:00,W/08:45-10:00
文化遺産・文化財入門;SHIRAHARA, Yukiko;3/M,3/W,3/F;ARC103;NO DATA;Face to Face;E;2025;Spring;3;M/11:35-12:50,W/11:35-12:50,F/11:35-12:50
西洋古代美術;SATO, Marie;5/TU,6/TU,7/TU;ARC201;NO DATA;Face to Face;J;2025;Spring;3;TU/15:25-19:30
日本考古学;HAYASHI, Toru;5/F,6/F,7/F;ARC205;NO DATA;Face to Face;E;2025;Spring;3;F/15:25-19:30
西洋中世美術;ITO, Aki;1/TU,2/TU,1/TH;ARC206;NO DATA;Face to Face;J;2025;Spring;3;TU/08:45-11:25,TH/08:45-10:00
博物館概論;TERADA, Ayumi;5/TU,6/TU;ARC209;NO DATA;Face to Face;J;2025;Spring;2;TU/15:25-18:05
アジア研究への招き;DAWSON, Walter P.;*4/M,*4/TH;AST101;NO DATA;Face to Face;E;2025;Spring;3;M/13:20-15:15,TH/13:20-15:15
生物学入門;KAMITO, Takehiko;3/TU,3/TH;BIO102;NO DATA;Face to Face;J;2025;Spring;2;TU/11:35-12:50,TH/11:35-12:50
生物学入門;WANG, Mu-Yun;3/TU,3/TH;BIO102;NO DATA;Face to Face;E;2025;Spring;2;TU/11:35-12:50,TH/11:35-12:50
基礎生物学実習;WANG, Mu-Yun/KOSE, Hiroyuki/GOURAUD, Sabine Sandra Stephanie/HAYAMA, Ryosuke/AU YEUNG, Wan Kin;4/M,(5/M,6/M,7/M);BIO103;T-125;Face to Face;J;2025;Spring;2;M/14:00-19:30
細胞生物学概論;GOURAUD, Sabine Sandra Stephanie;2/TU,2/TH;BIO212;NO DATA;Face to Face;E;2025;Spring;2;TU/10:10-11:25,TH/10:10-11:25
遺伝学概論;HAYAMA, Ryosuke;4/W,4/F;BIO213;NO DATA;Face to Face;E;2025;Spring;2;W/14:00-15:15,F/14:00-15:15
生物統計学;AU YEUNG, Wan Kin;2/W,2/F;BIO214;NO DATA;Face to Face;E;2025;Spring;2;W/10:10-11:25,F/10:10-11:25
動物発生生物学;KOSE, Hiroyuki;1/TU,1/TH;BIO321;NO DATA;Face to Face;J;2025;Spring;2;TU/08:45-10:00,TH/08:45-10:00
動物発生学実習;KOSE, Hiroyuki;4/TH,(5/TH,6/TH,7/TH);BIO351;T-126;Face to Face;J;2025;Spring;2;TH/14:00-19:30
分子遺伝学実習;KOSE, Hiroyuki;NO DATA;BIO354;NO DATA;Face to Face;J;2025;Spring;1;NO DATA
生物学特別演習 I;WANG, Mu-Yun;5/W,6/W;BIO381;NO DATA;Face to Face;E;2025;Spring;2;W/15:25-18:05
生物学特別演習 I;AU YEUNG, Wan Kin;5/W,6/W;BIO381;NO DATA;Face to Face;E;2025;Spring;2;W/15:25-18:05
生命科学特論 I;WANG, Mu-Yun;6/SA,7/SA;BIO384;NO DATA;Face to Face;E;2025;Spring;2;SA/16:50-19:30
生命科学特論 I;KOSE, Hiroyuki;6/SA,7/SA;BIO384;NO DATA;Face to Face;E;2025;Spring;2;SA/16:50-19:30
生命科学特論 I;GOURAUD, Sabine Sandra Stephanie;6/SA,7/SA;BIO384;NO DATA;Face to Face;E;2025;Spring;2;SA/16:50-19:30
生命科学特論 I;HAYAMA, Ryosuke;6/SA,7/SA;BIO384;NO DATA;Face to Face;E;2025;Spring;2;SA/16:50-19:30
生命科学特論 I;AU YEUNG, Wan Kin;6/SA,7/SA;BIO384;NO DATA;Face to Face;E;2025;Spring;2;SA/16:50-19:30
会計学;YAMANE, Satoka;3/M,3/W,3/F;BUS101;NO DATA;Face to Face;J;2025;Spring;3;M/11:35-12:50,W/11:35-12:50,F/11:35-12:50
経営学序説;KODAMA, Koichiro;5/M,6/M,7/M;BUS102;NO DATA;Face to Face;J;2025;Spring;3;M/15:25-19:30
経営学;INABA, Yushi;1/TU,2/TU,1/TH;BUS201;NO DATA;Face to Face;J;2025;Spring;3;TU/08:45-11:25,TH/08:45-10:00
国際マーケティング論;KOO, Ja Seung;1/TU,2/TU,1/TH;BUS205;NO DATA;Face to Face;E;2025;Spring;3;TU/08:45-11:25,TH/08:45-10:00
財務会計論;YAMANE, Satoka;*5/W,*5/F;BUS211;NO DATA;Face to Face;J;2025;Spring;3;W/15:25-17:20,F/15:25-17:20
国際経済・国際経営文献講読;ZHU, Xiji;5/TU,6/TU;BUS309;NO DATA;Face to Face;E;2025;Spring;2;TU/15:25-18:05
コスト・マネジメント;YAMANE, Satoka;4/W,4/F;BUS313;NO DATA;Face to Face;J;2025;Spring;2;W/14:00-15:15,F/14:00-15:15
基礎化学実験;KOE, Julian R./KOBAYASHI, Yoshio/TAKAHASHI, Masashi;(4/F,5/F,6/F,7/F);CHM102;T-406;Face to Face;E;2025;Spring;2;F/14:00-19:30
基礎化学;CHUN, Wang Jae;3/M,3/W;CHM103;NO DATA;Face to Face;J;2025;Spring;2;M/11:35-12:50,W/11:35-12:50
物理化学 I;CHUN, Wang Jae;2/M,2/W;CHM241;NO DATA;Face to Face;J;2025;Spring;2;M/10:10-11:25,W/10:10-11:25
無機化学 III;KOE, Julian R.;3/TU,3/TH;CHM322;NO DATA;Face to Face;E;2025;Spring;2;TU/11:35-12:50,TH/11:35-12:50
有機化学 II;KOBAYASHI, Junji;5/F,6/F;CHM331;NO DATA;Face to Face;J;2025;Spring;2;F/15:25-18:05
有機化学特論;NAKANO, Koji;5/TU,6/TU;CHM333;NO DATA;Face to Face;J;2025;Spring;2;TU/15:25-18:05
化学特別研究 I;CHUN, Wang Jae;6/SA,7/SA;CHM381;NO DATA;Face to Face;J;2025;Spring;2;SA/16:50-19:30
化学特別研究 I;KOE, Julian R.;5/M,6/M;CHM381;NO DATA;Face to Face;E;2025;Spring;2;M/15:25-18:05
化学特別研究 I;FUJINUMA, Ryosuke;6/SA,7/SA;CHM381;NO DATA;Face to Face;E;2025;Spring;2;SA/16:50-19:30
開発における規範;WANG, Muyun;5/TH,6/TH;DPS201;NO DATA;Face to Face;J;2025;Spring;2;TH/15:25-18:05
国際開発協力論;KOBAYASHI, Takaaki;1/SA,2/SA,3/SA;DPS202;NO DATA;Face to Face;J;2025;Spring;3;SA/08:45-12:50
開発のミクロ経済学;KONDO, Masanori;4/W,4/F;DPS204;NO DATA;Face to Face;J;2025;Spring;2;W/14:00-15:15,F/14:00-15:15
ミクロ経済学原論;MARSZALEC, Daniel Janusz;*4/W,*4/F;ECO102;NO DATA;Face to Face;E;2025;Spring;3;W/13:20-15:15,F/13:20-15:15
経済と経営のための統計学;KANAZAWA, Yuichiro;5/W,6/W,7/W;ECO103;I-106;Face to Face;J;2025;Spring;3;W/15:25-19:30
計量経済学;INOUE, Tomoo;5/M,6/M,7/M;ECO211;NO DATA;Face to Face;J;2025;Spring;3;M/15:25-19:30
数理プログラミング入門;HWANG, Insang;*5/W,*5/F;ECO214;I-206;Face to Face;E;2025;Spring;3;W/15:25-17:20,F/15:25-17:20
ゲーム理論;OGAWA, Akira;*4/M,*4/TH;ECO231;NO DATA;Face to Face;J;2025;Spring;3;M/13:20-15:15,TH/13:20-15:15
国際貿易;MONTGOMERY, Heather A.;*4/M,*4/TH;ECO256;NO DATA;Face to Face;E;2025;Spring;3;M/13:20-15:15,TH/13:20-15:15
労働経済学;NAITO, Tomoe;5/M,6/M,7/M;ECO257;NO DATA;Face to Face;J;2025;Spring;3;M/15:25-19:30
日本経済論;ABE, Kazutomo;5/TU,6/TU;ECO263;NO DATA;Face to Face;J;2025;Spring;2;TU/15:25-18:05
中級ミクロ経済学 II;OGAWA, Akira;*5/M,*5/TH;ECO333;NO DATA;Face to Face;J;2025;Spring;3;M/15:25-17:20,TH/15:25-17:20
アジア経済開発分析;KONDO, Masanori;5/W,5/F;ECO351;NO DATA;Face to Face;J;2025;Spring;2;W/15:25-16:40,F/15:25-16:40
環境経済学;MARSZALEC, Daniel Janusz;*5/W,*5/F;ECO354;NO DATA;Face to Face;E;2025;Spring;3;W/15:25-17:20,F/15:25-17:20
教育におけるICT活用の理論と方法;AOKI, Hiroyuki/NAKAYA, Kae;5/F,6/F;EDU101;NO DATA;Face to Face;J;2025;Spring;2;F/15:25-18:05
教育原理;OKAWA, Hiroshi;3/W,3/F;EDU115;NO DATA;Face to Face;J;2025;Spring;2;W/11:35-12:50,F/11:35-12:50
効果的教育に向けた心理学的アプローチ;SASAO, Toshiaki;3/TU,2/TH,3/TH;EDU118;NO DATA;Face to Face;J;2025;Spring;3;TU/11:35-12:50,TH/10:10-12:50
デジタルビデオ制作;AOKI, Hiroyuki/TANAKA, Mizuto;5/W,6/W,7/W;EDU204;I-212;Face to Face;J;2025;Spring;3;W/15:25-19:30
教育社会学;MOTOHAMA, Naoko;*4/M,*4/TH;EDU222;NO DATA;Face to Face;J;2025;Spring;3;M/13:20-15:15,TH/13:20-15:15
ラーニング・アナリティクス I;HOWARD, Craig Dennis;2/W,2/F;EDU223;NO DATA;Face to Face;E;2025;Spring;2;W/10:10-11:25,F/10:10-11:25
教育のためのマルチメディア開発;AOKI, Hiroyuki;*5/M,*5/TH;EDU226;I-101;Face to Face;J;2025;Spring;3;M/15:25-17:20,TH/15:25-17:20
特別活動・総合的な学習の時間の指導法;TAKAHASHI, Kazuya;1/TU,2/TU;EDU228;NO DATA;Face to Face;J;2025;Spring;2;TU/08:45-11:25
国際教育プロジェクト評価実習;DAWSON, Walter P.;2/TH,3/TH;EDU314;NO DATA;Face to Face;E;2025;Spring;2;TH/10:10-12:50
比較の視点からみた日本の教育;TARUMI, Yuko;5/W,6/W,7/W;EDU315;NO DATA;Face to Face;E;2025;Spring;3;W/15:25-19:30
教育におけるリーダーシップと経営;KOMATSU, Maki;1/M,1/W,1/F;EDU324;NO DATA;Face to Face;J;2025;Spring;3;M/08:45-10:00,W/08:45-10:00,F/08:45-10:00
環境経営入門;MORI, Tetsuro;2/TH,3/TH;ENV103;NO DATA;Face to Face;J;2025;Spring;2;TH/10:10-12:50
環境の政治と規範:　自然、食、農の視点から;FUJINUMA, Ryosuke/SABUNAS, Audrius;*4/W,*4/F;ENV202;NO DATA;Face to Face;E;2025;Spring;3;W/13:20-15:15,F/13:20-15:15
ジェンダー研究特別講義 I;HIRAMORI, Daiki;5/TH,6/TH,7/TH;GSS303;NO DATA;Face to Face;E;2025;Spring;3;TH/15:25-19:30
西洋史（イギリス）I;NASU, Kei;3/TU,2/TH,3/TH;HST102;NO DATA;Face to Face;J;2025;Spring;3;TU/11:35-12:50,TH/10:10-12:50
日本史（古代・中世）I;OLAH, Csaba;3/TU,2/TH,3/TH;HST104;NO DATA;Face to Face;E;2025;Spring;3;TU/11:35-12:50,TH/10:10-12:50
歴史学研究方法;KIKUCHI, Hideaki/YAMAMOTO, Taeko;*5/M,*5/TH;HST211;NO DATA;Face to Face;J;2025;Spring;3;M/15:25-17:20,TH/15:25-17:20
近世日本の社会と文化;TSUBAKIDA, Yukiko;*4/M,*4/TH;HST223;NO DATA;Face to Face;J;2025;Spring;3;M/13:20-15:15,TH/13:20-15:15
南アジア史（インド）;UNO, Ayako;5/F,6/F;HST233;NO DATA;Face to Face;J;2025;Spring;2;F/15:25-18:05
中東史;TSUJI, Asuka;5/TU,6/TU;HST235;NO DATA;Face to Face;J;2025;Spring;2;TU/15:25-18:05
韓国史;ROKUTANDA, Yutaka;5/M,6/M;HST237;NO DATA;Face to Face;J;2025;Spring;2;M/15:25-18:05
ヨーロッパ社会史;YAMAMOTO, Taeko;*4/M,*4/TH;HST245;NO DATA;Face to Face;J;2025;Spring;3;M/13:20-15:15,TH/13:20-15:15
ラテンアメリカ史;FUSHIMI, Takeshi;5/F,6/F;HST251;NO DATA;Face to Face;J;2025;Spring;2;F/15:25-18:05
アントールド・ヒストリーズ;BORLAND, Janet Lorraine;5/TH,6/TH;HST267;NO DATA;Face to Face;E;2025;Spring;2;TH/15:25-18:05
過去をよむ;TSUBAKIDA, Yukiko;5/W,6/W;HST270;NO DATA;Face to Face;J;2025;Spring;2;W/15:25-18:05
近現代日本史特別研究;BORLAND, Janet Lorraine;*5/W,*5/F;HST323;NO DATA;Face to Face;E;2025;Spring;3;W/15:25-17:20,F/15:25-17:20
アジア社会史特別研究;KIKUCHI, Hideaki;*4/M,*4/TH;HST331;NO DATA;Face to Face;J;2025;Spring;3;M/13:20-15:15,TH/13:20-15:15
国際政治経済学;MORI, Katsuhiko;2/TH,3/TH;IRL214;NO DATA;Face to Face;E;2025;Spring;2;TH/10:10-12:50
ナショナリズム研究;SHANI, Giorgiandrea;5/TH,6/TH;IRL215;NO DATA;Face to Face;E;2025;Spring;2;TH/15:25-18:05
国際連合・国際機構論;YOSHIKAWA, Motohide;5/TH,6/TH,7/TH;IRL216;NO DATA;Face to Face;E;2025;Spring;3;TH/15:25-19:30
地球市民社会論;MORI, Katsuhiko;5/W,6/W;IRL220;NO DATA;Face to Face;J;2025;Spring;2;W/15:25-18:05
中国の政治と国際関係;NAGY, Stephen R.;1/TU,2/TU;IRL234;NO DATA;Online;E;2025;Spring;2;TU/08:45-11:25
欧州の政治と国際関係;VOSSE, Wilhelm M.;1/TU,2/TU;IRL235;NO DATA;Face to Face;E;2025;Spring;2;TU/08:45-11:25
ラテンアメリカの政治と国際関係;OHGUSHI, Kazuo;5/TH,6/TH;IRL237;NO DATA;Face to Face;J;2025;Spring;2;TH/15:25-18:05
東南アジアの政治と国際関係;MASUHARA, Ayako;5/M,6/M;IRL241;NO DATA;Face to Face;J;2025;Spring;2;M/15:25-18:05
情報倫理;ISHIBASHI, Keisuke;3/M,3/W;ISC101;NO DATA;Face to Face;J;2025;Spring;2;M/11:35-12:50,W/11:35-12:50
コンピュータ基礎;TANAKA, Hiroki;*4/M,*4/TH;ISC103;I-106;Face to Face;E;2025;Spring;3;M/13:20-15:15,TH/13:20-15:15
コンピュータ言語;TANAKA, Hiroki;4/F,5/F,(6/F,7/F);ISC222;I-106;Face to Face;E;2025;Spring;3;F/14:00-19:30
オペレーティングシステム;KABURAGI, Takashi;1/TU,2/TU;ISC224;I-212;Face to Face;J;2025;Spring;2;TU/08:45-11:25
数値解析入門;KABURAGI, Takashi/ISHIBASHI, Keisuke;5/M,6/M,7/M;ISC314;I-212;Face to Face;J;2025;Spring;3;M/15:25-19:30
Web工学特論;KOBAYASHI, Aki;5/F,(6/F,7/F);ISC344;I-212;Face to Face;J;2025;Spring;2;F/15:25-19:30
コンピュータゲーム;OHTA, Keiji;5/TH,6/TH;ISC351;I-212;Face to Face;J;2025;Spring;2;TH/15:25-18:05
日本研究概論;SONOYAMA, Senri;*4/W,*4/F;JPS101;NO DATA;Face to Face;E;2025;Spring;3;W/13:20-15:15,F/13:20-15:15
言語教授法原論;TSUJITA, Mari;3/TU,2/TH,3/TH;LED102;NO DATA;Face to Face;E;2025;Spring;3;TU/11:35-12:50,TH/10:10-12:50
教授用音声学と音韻論;QUAY, Suzanne;*5/M,*5/TH;LED215;NO DATA;Face to Face;E;2025;Spring;3;M/15:25-17:20,TH/15:25-17:20
言語教育のための英語学;SHIROZA, Saran;2/M,2/W,2/F;LED231;NO DATA;Face to Face;E;2025;Spring;3;M/10:10-11:25,W/10:10-11:25,F/10:10-11:25
英語科教育法III;FUJII, Akiko;*5/W,*5/F;LED235;NO DATA;Face to Face;J;2025;Spring;3;W/15:25-17:20,F/15:25-17:20
日本語史 I;HIRAHARA, Maki;5/TU,6/TU,7/TU;LED251;NO DATA;Face to Face;J;2025;Spring;3;TU/15:25-19:30
言語教育のための日本語学;CHUN, Sunyoung;2/M,2/W,2/F;LED252;NO DATA;Face to Face;J;2025;Spring;3;M/10:10-11:25,W/10:10-11:25,F/10:10-11:25
国語科教育法 III;ISHII, Masami;5/TU,6/TU;LED276;NO DATA;Face to Face;J;2025;Spring;2;TU/15:25-18:05
英語四技能の教授法;RACINE, John P.;5/M,6/M;LED332;NO DATA;Face to Face;E;2025;Spring;2;M/15:25-18:05
言語教育のための英語文法 II;SHIROZA, Saran;1/M,1/W,1/F;LED333;NO DATA;Face to Face;J;2025;Spring;3;M/08:45-10:00,W/08:45-10:00,F/08:45-10:00
海外日本語教育実習;HANDA, Atsuko;2/SA;LED353;NO DATA;Face to Face;J;2025;Spring;3;SA/10:10-11:25
外国語としての日本語教授法III;HANDA, Atsuko;1/M,1/W,1/F;LED361;NO DATA;Face to Face;J;2025;Spring;3;M/08:45-10:00,W/08:45-10:00,F/08:45-10:00
日本国憲法;MATSUDA, Hiromichi;3/TU,2/TH,3/TH;LAW103;NO DATA;Face to Face;J;2025;Spring;3;TU/11:35-12:50,TH/10:10-12:50
民法 I;KAMIGOCHI, Chikako;5/M,6/M;LAW203;NO DATA;Face to Face;J;2025;Spring;2;M/15:25-18:05
憲法I;MATSUDA, Hiromichi;1/TU,2/TU,1/TH;LAW206;NO DATA;Face to Face;J;2025;Spring;3;TU/08:45-11:25,TH/08:45-10:00
刑法 I;TOMODA, Hiroyuki;5/F,6/F;LAW217;NO DATA;Face to Face;J;2025;Spring;2;F/15:25-18:05
国際環境法;AYCOCK, Brian;*5/W,*5/F;LAW225;NO DATA;Face to Face;E;2025;Spring;3;W/15:25-17:20,F/15:25-17:20
法哲学;MIURA, Motoki;5/TU,6/TU,7/TU;LAW228;NO DATA;Face to Face;E;2025;Spring;3;TU/15:25-19:30
国際人権法;ARAKAKI, Osamu;1/M,1/W,1/F;LAW306;NO DATA;Face to Face;J;2025;Spring;3;M/08:45-10:00,W/08:45-10:00,F/08:45-10:00
法学特別研究 IV;HASHIMOTO, Naoko;2/M,2/W,2/F;LAW384;NO DATA;Face to Face;E;2025;Spring;3;M/10:10-11:25,W/10:10-11:25,F/10:10-11:25
言語学入門 II;LEE, Seunghun;*4/M,*4/TH;LNG102;NO DATA;Face to Face;E;2025;Spring;3;M/13:20-15:15,TH/13:20-15:15
形態論;SHINAGAWA, Daisuke;5/TU,6/TU,7/TU;LNG212;NO DATA;Face to Face;J;2025;Spring;3;TU/15:25-19:30
意味論;MIZUTA, Yoko;2/M,2/W,2/F;LNG217;NO DATA;Face to Face;J;2025;Spring;3;M/10:10-11:25,W/10:10-11:25,F/10:10-11:25
言語学特別研究 II;LEE, Seunghun;1/TU,2/TU,3/TU;LNG391;NO DATA;Face to Face;E;2025;Spring;3;TU/08:45-12:50
言語学上級セミナー I;KUBOZONO, Haruo;5/W,6/W,7/W;LNG392;NO DATA;Face to Face;J;2025;Spring;3;W/15:25-19:30
ギリシア語 I;FURUSAWA, Kano;1/TH,2/TH,3/TH;LIT102;NO DATA;Face to Face;J;2025;Spring;3;TH/08:45-12:50
アメリカ文学史 I;RAVENSCROFT, Claire;3/TU,2/TH,3/TH;LIT104;NO DATA;Face to Face;E;2025;Spring;3;TU/11:35-12:50,TH/10:10-12:50
ラテン語 I;TOMOI, Taro;5/TU,6/TU;LIT115;NO DATA;Face to Face;J;2025;Spring;2;TU/15:25-18:05
西洋古典文学 II;TAKI, Akitsugu;5/TH,6/TH;LIT212;NO DATA;Face to Face;J;2025;Spring;2;TH/15:25-18:05
ルネサンス英文学;MATSUDA, Takami;5/F,6/F;LIT225;NO DATA;Face to Face;J;2025;Spring;2;F/15:25-18:05
ロマン主義と創造性;SIMONS, Christopher E. J.;*4/W,*4/F;LIT226;NO DATA;Face to Face;E;2025;Spring;3;W/13:20-15:15,F/13:20-15:15
フランス詩ＩI;HAMANAGA, Kazuki;5/TU,6/TU,7/TU;LIT242;NO DATA;Face to Face;J;2025;Spring;3;TU/15:25-19:30
古代日本文学 I;SONOYAMA, Senri;1/TU,2/TU,1/TH;LIT261;NO DATA;Face to Face;J;2025;Spring;3;TU/08:45-11:25,TH/08:45-10:00
中世日本文学;WATANABE, Mariko;5/F,6/F,7/F;LIT263;NO DATA;Face to Face;J;2025;Spring;3;F/15:25-19:30
近・現代日本文学 I;YASUHARA, Makoto;2/M,2/W,2/F;LIT265;NO DATA;Face to Face;J;2025;Spring;3;M/10:10-11:25,W/10:10-11:25,F/10:10-11:25
クイア理論における先進的研究;AMMOUR-MAYEUR, Olivier;1/TU,2/TU,1/TH;LIT374;NO DATA;Face to Face;E;2025;Spring;3;TU/08:45-11:25,TH/08:45-10:00
数学入門;MATSUMURA, Tomoo;1/TH,2/TH<6/M,7/M or 6/W,7/W>;MTH102;NO DATA;Face to Face;J;2025;Spring;3;TH/08:45-11:25,M/18:15-19:30,W/18:15-19:30
微分積分学Ⅱ;YAMAZAKI, Mitsuru;5/M,(6/M,7/M);MTH211;NO DATA;Face to Face;J;2025;Spring;2;M/15:25-19:30
微分積分学Ⅱ;HITZER, Eckhard;(1/TU,2/TU),1/TH;MTH211;NO DATA;Face to Face;E;2025;Spring;2;TU/08:45-11:25,TH/08:45-10:00
数学通論 I（集合と代数系）;SHIMIZU, Yuji;5/W,(6/W,7/W);MTH232;NO DATA;Face to Face;J;2025;Spring;2;W/15:25-19:30
線形代数学 II;TSUCHIYA, Akiyoshi;5/TH,(6/TH,7/TH);MTH233;NO DATA;Face to Face;E;2025;Spring;2;TH/15:25-19:30
解析学 I;NAKAISHI, Kentaro;5/TU,(6/TU,7/TU);MTH311;NO DATA;Face to Face;J;2025;Spring;2;TU/15:25-19:30
代数学 I;HARA, Wahei;5/M,(6/M,7/M);MTH331;NO DATA;Face to Face;E;2025;Spring;2;M/15:25-19:30
幾何学 I;MATSUMURA, Tomoo/YAMAGUCHI, Kentaro;5/W,(6/W,7/W);MTH351;NO DATA;Face to Face;E;2025;Spring;2;W/15:25-19:30
数学特別演習 I;YAMAZAKI, Mitsuru;1/SA,2/SA;MTH382;NO DATA;Face to Face;J;2025;Spring;2;SA/08:45-11:25
数学特別演習 I;MATSUMURA, Tomoo;6/SA,7/SA;MTH382;NO DATA;Face to Face;E;2025;Spring;2;SA/16:50-19:30
数学四年次セミナー I;YAMAZAKI, Mitsuru;3/SA,4/SA;MTH385;NO DATA;Face to Face;J;2025;Spring;2;SA/11:35-15:15
数学四年次セミナー I;MATSUMURA, Tomoo;2/SA,3/SA;MTH385;NO DATA;Face to Face;E;2025;Spring;2;SA/10:10-12:50
カルチュラル・スタディーズ入門;ARIMOTO, Takeshi;3/TU,2/TH,3/TH;MCC103;NO DATA;Face to Face;J;2025;Spring;3;TU/11:35-12:50,TH/10:10-12:50
ヒューマン・コミュニケーション原論;AONUMA, Satoru;3/M,3/W,3/F;MCC105;NO DATA;Face to Face;J;2025;Spring;3;M/11:35-12:50,W/11:35-12:50,F/11:35-12:50
翻訳入門;GARZA, James Michael;*4/W,*4/F;MCC108;NO DATA;Face to Face;E;2025;Spring;3;W/13:20-15:15,F/13:20-15:15
メディア・コミュニケーションの基礎理論;JUNG, Joo-Young J.;3/TU,2/TH,3/TH;MCC109;NO DATA;Face to Face;E;2025;Spring;3;TU/11:35-12:50,TH/10:10-12:50
言語とジェンダー;NORMA, Caroline;5/M,6/M,7/M;MCC213;NO DATA;Face to Face;E;2025;Spring;3;M/15:25-19:30
アメリカにおける言語;NAKAMURA, Keiko;5/M,6/M;MCC218;NO DATA;Face to Face;E;2025;Spring;2;M/15:25-18:05
メディア通訳;TAMURA, Tomoko;5/TH,6/TH,7/TH;MCC235;I-103;Face to Face;E;2025;Spring;3;TH/15:25-19:30
創造する翻訳;HE, Beibei;1/SA,2/SA,3/SA;MCC236;NO DATA;Face to Face;E;2025;Spring;3;SA/08:45-12:50
社会と翻訳;GARZA, James Michael;2/M,2/W,2/F;MCC238;NO DATA;Face to Face;E;2025;Spring;3;M/10:10-11:25,W/10:10-11:25,F/10:10-11:25
メディア研究入門;FUJITANI, Takeshi;*5/W,*5/F;MCC256;NO DATA;Face to Face;J;2025;Spring;3;W/15:25-17:20,F/15:25-17:20
メディアと多文化社会;TSE, Yu-Kei;1/TU,2/TU;MCC257;NO DATA;Face to Face;E;2025;Spring;2;TU/08:45-11:25
実践通訳上級;TAMURA, Tomoko;5/W,6/W,7/W;MCC331;I-103;Face to Face;E;2025;Spring;3;W/15:25-19:30
コミュニケーション学の人文学的アプローチ;AONUMA, Satoru;*4/M,*4/TH;MCC372;NO DATA;Face to Face;J;2025;Spring;3;M/13:20-15:15,TH/13:20-15:15
メディア論特別研究;TSE, Yu-Kei;*4/M,*4/TH;MCC384;NO DATA;Face to Face;E;2025;Spring;3;M/13:20-15:15,TH/13:20-15:15
メディア論特別研究;ARIMOTO, Takeshi;*4/M,*4/TH;MCC384;NO DATA;Face to Face;J;2025;Spring;3;M/13:20-15:15,TH/13:20-15:15
西洋の音楽;SATO, Nozomi;3/TU,2/TH,3/TH;MUS104;NO DATA;Face to Face;J;2025;Spring;3;TU/11:35-12:50,TH/10:10-12:50
基礎音楽理論 I;TAMURA, Harumi;5/M,6/M,7/M;MUS105;NO DATA;Face to Face;J;2025;Spring;3;M/15:25-19:30
